,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Spain,Geography_France,Geography_Germany,Gender_Male,Gender_Female
5942,2,0,4,1,1,1,0,1,0,-1,1,-1,-1,1
5943,1,1,5,0,1,1,1,1,0,-1,1,-1,1,-1
5944,2,0,2,2,1,1,0,2,0,-1,1,-1,-1,1
5945,3,1,6,0,2,0,0,2,0,-1,1,-1,-1,1
5946,3,0,2,1,1,0,0,1,0,1,-1,-1,-1,1
5947,2,1,5,0,1,1,1,1,0,-1,1,-1,-1,1
5948,3,2,6,0,1,0,0,1,1,-1,1,-1,1,-1
5949,2,0,7,2,1,1,0,2,0,-1,1,-1,1,-1
5950,3,2,4,0,1,1,0,2,1,-1,1,-1,-1,1
5951,1,1,5,0,2,0,1,1,0,-1,1,-1,-1,1
5952,3,1,3,3,2,0,0,1,0,-1,1,-1,1,-1
5953,2,1,4,3,2,1,0,2,0,-1,-1,1,-1,1
5954,3,0,4,2,1,0,0,2,0,1,-1,-1,1,-1
5955,2,0,3,0,2,1,0,1,0,-1,1,-1,-1,1
5956,3,1,5,1,1,0,0,1,0,1,-1,-1,1,-1
5957,1,1,5,0,2,1,1,2,0,-1,1,-1,1,-1
5958,3,0,4,0,2,1,1,2,0,1,-1,-1,-1,1
5959,3,0,5,0,2,0,0,2,0,1,-1,-1,-1,1
5960,2,1,6,2,1,1,1,2,1,-1,-1,1,-1,1
5961,1,1,4,2,2,0,0,1,0,-1,-1,1,1,-1
5962,3,1,5,2,1,1,0,2,0,1,-1,-1,1,-1
5963,2,0,3,2,2,0,0,2,0,-1,1,-1,-1,1
5964,2,1,4,0,2,0,0,2,0,1,-1,-1,1,-1
5965,2,0,5,0,2,1,0,2,0,-1,1,-1,1,-1
5966,2,1,2,0,2,0,1,1,0,1,-1,-1,1,-1
5967,3,1,6,0,1,1,0,1,0,-1,1,-1,1,-1
5968,486,0,5,2,1,1,1,1,0,-1,1,-1,1,-1
5969,2,0,5,0,2,1,0,2,0,1,-1,-1,1,-1
5970,2,1,4,2,1,1,0,2,0,-1,-1,1,1,-1
5971,3,1,5,0,2,1,0,2,0,-1,1,-1,1,-1
5972,2,0,5,0,2,1,1,2,0,-1,1,-1,1,-1
5973,3,0,6,3,1,0,0,1,0,-1,1,-1,1,-1
5974,2,2,3,2,3,1,1,2,1,-1,-1,1,-1,1
5975,2,1,5,2,2,1,0,1,1,-1,-1,1,1,-1
5976,1,1,5,3,2,1,0,2,0,-1,1,-1,1,-1
5977,4,1,3,2,1,0,0,1,1,-1,1,-1,-1,1
5978,3,3,3,0,1,1,1,1,0,1,-1,-1,1,-1
5979,2,1,5,0,1,1,0,1,1,-1,1,-1,-1,1
5980,1,1,3,1,1,1,1,2,1,-1,-1,1,1,-1
5981,3,1,5,1,1,1,1,1,0,-1,-1,1,1,-1
5982,1,1,4,0,2,0,0,2,0,-1,1,-1,-1,1
5983,2,3,6,2,1,1,1,1,0,1,-1,-1,1,-1
5984,2,1,3,1,1,1,0,1,0,1,-1,-1,1,-1
5985,2,0,3,2,1,0,1,1,0,-1,1,-1,-1,1
5986,3,1,4,2,1,0,0,1,0,-1,1,-1,1,-1
5987,4,2,6,2,1,1,1,2,1,-1,-1,1,1,-1
5988,3,2,5,0,2,1,1,1,0,1,-1,-1,1,-1
5989,2,1,3,1,2,0,0,2,0,-1,-1,1,1,-1
5990,2,1,6,0,3,1,1,1,0,1,-1,-1,1,-1
5991,4,1,5,3,2,1,0,1,0,1,-1,-1,-1,1
5992,4,1,5,1,1,0,1,2,0,1,-1,-1,1,-1
5993,4,0,3,0,2,0,1,1,0,-1,1,-1,1,-1
5994,3,2,3,1,1,1,1,1,1,-1,-1,1,1,-1
5995,3,0,6,2,2,1,0,2,0,-1,-1,1,1,-1
5996,3,1,4,0,2,1,1,1,0,-1,1,-1,-1,1
5997,4,1,2,2,3,1,0,2,1,-1,-1,1,1,-1
5998,2,1,5,0,1,1,1,2,0,-1,1,-1,1,-1
5999,4,0,5,3,1,1,1,2,1,-1,1,-1,-1,1
6000,1,2,6,2,1,0,0,2,1,-1,1,-1,-1,1
6001,3,1,6,0,1,1,0,1,1,-1,1,-1,-1,1
6002,3,1,5,2,2,1,1,2,1,-1,-1,1,1,-1
6003,4,1,3,2,1,1,0,1,0,-1,1,-1,-1,1
6004,2,2,3,2,1,1,1,1,0,1,-1,-1,-1,1
6005,1,0,5,0,2,1,1,1,0,-1,1,-1,1,-1
6006,2,1,4,2,2,1,0,2,0,-1,1,-1,1,-1
6007,1,1,2,3,2,1,0,1,1,1,-1,-1,-1,1
6008,2,0,4,0,2,1,0,2,0,1,-1,-1,-1,1
6009,3,2,5,0,1,0,1,2,1,-1,1,-1,-1,1
6010,4,1,4,3,1,1,0,2,0,-1,1,-1,1,-1
6011,3,1,6,0,2,0,0,2,1,-1,1,-1,-1,1
6012,3,0,4,1,1,1,0,2,0,-1,-1,1,-1,1
6013,2,2,4,3,1,0,1,2,1,1,-1,-1,1,-1
6014,2,1,4,2,1,1,1,1,0,-1,-1,1,1,-1
6015,2,1,5,2,1,1,1,1,0,1,-1,-1,1,-1
6016,485,1,6,0,2,0,0,1,0,-1,1,-1,1,-1
6017,4,3,6,2,1,0,1,1,0,-1,1,-1,1,-1
6018,3,1,4,1,2,0,1,1,1,1,-1,-1,-1,1
6019,2,0,3,0,2,0,0,1,0,-1,1,-1,1,-1
6020,1,0,4,2,2,1,0,2,0,1,-1,-1,-1,1
6021,2,1,6,3,3,1,0,2,1,-1,-1,1,1,-1
6022,4,1,6,3,1,1,1,1,0,1,-1,-1,1,-1
6023,3,0,6,2,1,1,1,2,0,-1,1,-1,-1,1
6024,2,1,4,2,2,1,0,2,0,-1,-1,1,1,-1
6025,2,0,4,2,1,1,0,2,0,1,-1,-1,-1,1
6026,2,1,4,3,1,1,1,1,0,-1,1,-1,1,-1
6027,2,1,6,1,1,1,0,2,1,-1,-1,1,-1,1
6028,2,0,6,2,1,1,1,2,0,1,-1,-1,1,-1
6029,3,0,5,1,1,1,1,1,0,-1,1,-1,1,-1
6030,4,1,5,2,1,1,0,1,1,-1,-1,1,-1,1
6031,2,0,3,1,2,1,0,2,0,-1,-1,1,-1,1
6032,3,1,7,0,1,1,0,1,0,1,-1,-1,-1,1
6033,3,0,7,0,2,1,1,1,0,1,-1,-1,1,-1
6034,2,0,4,1,1,1,0,1,1,-1,-1,1,-1,1
6035,4,1,5,0,2,0,0,1,0,-1,1,-1,-1,1
6036,4,1,4,2,1,0,0,2,0,-1,1,-1,1,-1
6037,2,1,4,0,2,1,0,1,0,-1,1,-1,1,-1
6038,4,1,7,2,1,0,0,1,0,-1,-1,1,1,-1
6039,1,1,3,0,1,1,1,1,1,-1,1,-1,-1,1
6040,2,1,7,1,2,0,0,1,0,-1,1,-1,1,-1
6041,2,0,5,2,1,1,1,2,0,-1,1,-1,-1,1
6042,2,1,3,4,1,1,0,1,1,1,-1,-1,-1,1
6043,2,1,3,0,2,1,1,1,0,1,-1,-1,-1,1
6044,3,0,7,1,1,0,0,1,0,-1,1,-1,1,-1
6045,2,2,2,2,3,1,0,1,1,-1,-1,1,1,-1
6046,3,1,6,0,2,1,0,1,0,-1,1,-1,-1,1
6047,2,1,4,2,2,1,0,2,1,-1,-1,1,-1,1
6048,1,0,5,0,2,0,0,2,0,-1,1,-1,-1,1
6049,3,1,4,4,2,0,0,2,1,1,-1,-1,1,-1
6050,3,1,5,0,2,0,0,1,1,1,-1,-1,-1,1
6051,2,1,4,2,1,0,1,1,0,1,-1,-1,1,-1
6052,4,2,7,0,4,1,1,1,1,-1,1,-1,-1,1
6053,3,1,6,1,1,1,0,1,0,-1,-1,1,-1,1
6054,4,1,2,2,2,1,1,2,0,-1,-1,1,1,-1
6055,1,2,3,0,2,1,1,2,0,-1,1,-1,1,-1
6056,2,2,3,2,1,1,1,1,0,-1,1,-1,-1,1
6057,3,2,2,2,1,1,0,2,1,1,-1,-1,1,-1
6058,2,0,5,0,2,0,0,2,0,1,-1,-1,-1,1
6059,2,2,2,1,1,0,1,1,0,-1,-1,1,-1,1
6060,3,1,3,2,2,0,1,2,0,-1,-1,1,1,-1
6061,3,2,7,2,3,1,0,1,1,-1,-1,1,1,-1
6062,2,1,4,2,1,0,0,1,0,-1,1,-1,1,-1
6063,3,3,5,1,1,1,1,1,0,-1,1,-1,1,-1
6064,2,0,5,2,1,1,1,1,0,-1,1,-1,1,-1
6065,2,1,3,0,2,1,0,1,0,1,-1,-1,1,-1
6066,4,1,5,0,2,1,1,2,0,1,-1,-1,1,-1
6067,3,0,5,0,2,1,0,1,0,-1,1,-1,-1,1
6068,3,1,4,2,2,1,0,1,0,-1,-1,1,1,-1
6069,2,1,7,0,2,0,1,2,0,-1,1,-1,-1,1
6070,3,1,2,2,1,0,0,2,1,-1,-1,1,-1,1
6071,2,2,6,0,1,0,1,2,1,-1,1,-1,-1,1
6072,3,1,5,2,2,0,0,1,0,-1,-1,1,1,-1
6073,2,1,4,2,1,1,0,1,0,-1,1,-1,-1,1
6074,2,1,6,0,1,1,0,1,1,1,-1,-1,1,-1
6075,2,1,5,0,2,0,0,2,0,-1,1,-1,-1,1
6076,4,1,7,1,1,1,0,1,0,1,-1,-1,-1,1
6077,3,1,3,1,1,1,1,2,0,-1,1,-1,-1,1
6078,3,2,2,2,2,1,1,2,1,-1,1,-1,1,-1
6079,1,1,3,2,1,1,0,2,0,-1,1,-1,1,-1
6080,3,1,3,0,2,1,1,1,0,-1,1,-1,1,-1
6081,504,3,3,1,1,1,1,1,1,1,-1,-1,1,-1
6082,500,2,5,1,1,0,1,1,0,-1,1,-1,1,-1
6083,2,0,4,0,2,1,0,2,0,-1,1,-1,-1,1
6084,3,1,5,2,1,1,1,2,0,-1,1,-1,1,-1
6085,2,1,6,2,2,0,0,2,0,-1,1,-1,-1,1
6086,4,1,3,3,1,1,1,2,1,-1,-1,1,1,-1
6087,1,1,5,2,2,1,0,2,0,-1,-1,1,1,-1
6088,451,2,6,2,3,1,0,2,1,1,-1,-1,-1,1
6089,2,1,4,2,1,0,1,2,0,-1,-1,1,1,-1
6090,3,0,5,0,3,0,1,2,1,1,-1,-1,-1,1
6091,3,1,6,0,2,1,0,1,0,-1,1,-1,-1,1
6092,2,0,4,2,1,1,0,1,0,-1,1,-1,1,-1
6093,1,1,2,0,2,1,0,1,0,1,-1,-1,-1,1
6094,3,0,4,0,2,1,1,1,0,-1,1,-1,-1,1
6095,3,1,7,0,2,1,0,2,0,-1,1,-1,-1,1
6096,4,1,4,0,1,0,0,2,1,1,-1,-1,-1,1
6097,3,2,3,2,2,1,1,2,1,1,-1,-1,-1,1
6098,4,1,6,0,2,1,1,2,0,1,-1,-1,1,-1
6099,3,0,5,3,1,0,0,2,0,-1,1,-1,1,-1
6100,3,1,7,0,1,0,1,1,0,-1,1,-1,-1,1
6101,1,2,3,2,1,1,0,2,1,-1,1,-1,1,-1
6102,2,1,7,0,2,0,1,2,0,1,-1,-1,-1,1
6103,1,1,5,2,1,0,1,2,0,1,-1,-1,-1,1
6104,2,1,6,0,2,1,1,2,0,-1,1,-1,1,-1
6105,4,1,7,2,2,0,1,1,1,-1,1,-1,-1,1
6106,2,1,7,0,2,0,0,2,0,-1,1,-1,-1,1
6107,4,0,4,0,2,1,0,1,0,-1,1,-1,-1,1
6108,1,2,4,2,1,1,1,2,0,-1,-1,1,1,-1
6109,3,0,5,2,1,1,0,1,0,-1,-1,1,1,-1
6110,4,1,6,1,1,1,0,2,1,-1,-1,1,-1,1
6111,2,1,6,2,2,1,1,1,0,-1,-1,1,1,-1
6112,3,1,4,0,2,1,1,1,0,-1,1,-1,1,-1
6113,2,0,3,0,2,1,1,2,0,-1,1,-1,-1,1
6114,2,0,2,0,1,1,0,2,0,-1,1,-1,1,-1
6115,4,0,5,0,2,1,1,1,0,-1,1,-1,1,-1
6116,2,0,6,2,1,1,1,2,0,-1,-1,1,-1,1
6117,2,2,3,2,1,1,1,1,1,-1,1,-1,-1,1
6118,2,0,5,0,2,1,1,2,0,1,-1,-1,-1,1
6119,4,1,2,0,2,0,1,2,0,1,-1,-1,-1,1
6120,2,0,4,1,2,1,0,2,0,-1,1,-1,-1,1
6121,3,1,6,0,2,1,1,1,0,-1,1,-1,1,-1
6122,2,1,6,2,1,1,1,2,0,-1,1,-1,-1,1
6123,4,2,5,1,1,0,0,2,1,-1,1,-1,1,-1
6124,1,0,6,0,2,1,0,1,0,-1,1,-1,1,-1
6125,4,0,5,0,2,1,1,2,0,-1,1,-1,1,-1
6126,4,0,3,3,2,1,1,2,0,-1,1,-1,1,-1
6127,3,1,4,0,1,1,1,1,0,1,-1,-1,1,-1
6128,3,0,5,0,2,1,0,2,0,-1,1,-1,-1,1
6129,3,1,3,2,1,1,1,2,0,1,-1,-1,1,-1
6130,3,1,5,1,1,0,0,2,0,-1,1,-1,-1,1
6131,2,0,3,0,2,1,0,1,0,-1,1,-1,-1,1
6132,3,1,5,0,1,0,1,2,0,1,-1,-1,-1,1
6133,1,1,7,0,1,0,0,1,1,-1,1,-1,-1,1
6134,496,0,5,1,2,0,0,1,0,-1,1,-1,-1,1
6135,0,1,2,2,2,0,0,2,1,-1,-1,1,1,-1
6136,2,1,3,3,1,1,1,2,0,1,-1,-1,1,-1
6137,2,0,4,0,1,1,1,1,0,-1,1,-1,1,-1
6138,3,2,5,2,1,1,0,2,0,-1,1,-1,1,-1
6139,3,1,4,0,1,1,1,1,0,-1,1,-1,-1,1
6140,2,1,6,0,2,1,1,1,0,1,-1,-1,1,-1
6141,2,0,6,2,1,0,0,1,0,1,-1,-1,1,-1
6142,3,1,6,0,2,0,0,1,0,-1,1,-1,1,-1
6143,498,3,6,2,1,1,0,2,0,-1,-1,1,1,-1
6144,2,1,5,0,3,1,1,2,1,-1,1,-1,-1,1
6145,2,2,6,2,1,1,1,2,1,-1,-1,1,-1,1
6146,2,0,6,2,2,1,0,2,0,-1,-1,1,1,-1
6147,4,1,3,2,1,0,0,1,0,1,-1,-1,1,-1
6148,3,1,4,3,2,1,0,2,0,-1,-1,1,1,-1
6149,2,1,3,2,1,1,1,1,0,-1,1,-1,1,-1
6150,2,1,5,2,1,1,1,1,0,-1,-1,1,1,-1
6151,4,1,5,2,1,1,1,2,0,-1,1,-1,1,-1
6152,2,0,6,2,2,1,0,1,0,1,-1,-1,-1,1
6153,1,1,4,2,2,1,1,1,0,-1,-1,1,-1,1
6154,2,1,4,3,1,0,1,2,0,1,-1,-1,1,-1
6155,3,1,6,2,1,0,1,1,0,-1,1,-1,1,-1
6156,1,1,7,0,2,0,1,1,0,1,-1,-1,-1,1
6157,1,1,7,2,2,0,1,1,0,-1,1,-1,-1,1
6158,2,1,6,2,1,0,1,2,1,-1,-1,1,-1,1
6159,4,0,3,2,1,0,1,1,0,-1,1,-1,-1,1
6160,2,1,6,2,2,0,1,2,0,-1,1,-1,1,-1
6161,3,1,5,1,1,1,0,2,0,-1,1,-1,1,-1
6162,3,1,3,2,2,1,1,1,1,-1,1,-1,-1,1
6163,3,1,5,0,2,1,0,1,0,-1,1,-1,1,-1
6164,2,1,6,2,2,1,1,1,0,-1,-1,1,1,-1
6165,2,2,6,0,2,1,1,2,0,-1,1,-1,1,-1
6166,4,1,5,3,2,1,0,1,0,-1,1,-1,-1,1
6167,3,0,4,2,1,1,1,2,0,1,-1,-1,-1,1
6168,2,0,6,2,2,1,1,1,0,-1,-1,1,-1,1
6169,3,0,3,0,2,0,1,2,0,-1,1,-1,1,-1
6170,4,0,3,0,2,1,0,2,0,-1,1,-1,-1,1
6171,3,2,5,2,1,1,1,1,1,1,-1,-1,1,-1
6172,3,81,3,2,2,1,1,1,0,-1,1,-1,1,-1
6173,2,1,3,1,1,1,1,1,1,-1,1,-1,1,-1
6174,3,1,3,0,1,1,0,1,1,1,-1,-1,1,-1
6175,2,1,5,0,2,0,1,2,1,1,-1,-1,-1,1
6176,2,2,4,2,1,1,0,2,1,-1,-1,1,1,-1
6177,2,1,6,2,3,1,1,2,1,-1,-1,1,-1,1
6178,4,1,5,0,2,0,0,2,0,1,-1,-1,-1,1
6179,2,1,4,0,2,1,0,1,0,-1,1,-1,1,-1
6180,2,0,3,2,1,0,1,1,0,-1,-1,1,1,-1
6181,3,1,7,2,1,0,0,2,0,1,-1,-1,1,-1
6182,2,2,7,3,1,1,1,2,0,-1,-1,1,1,-1
6183,2,0,6,2,1,1,1,2,1,1,-1,-1,-1,1
6184,3,1,4,2,1,0,1,2,0,-1,1,-1,-1,1
6185,4,1,3,2,2,1,0,2,0,1,-1,-1,1,-1
6186,1,1,6,2,1,1,0,1,1,-1,1,-1,-1,1
6187,2,1,5,2,1,1,1,1,0,-1,1,-1,1,-1
6188,3,1,3,3,1,1,1,1,0,-1,1,-1,-1,1
6189,4,1,6,0,1,0,0,1,0,1,-1,-1,1,-1
6190,3,1,5,2,1,0,0,2,1,-1,-1,1,-1,1
6191,3,1,4,2,1,1,1,1,1,-1,-1,1,-1,1
6192,2,1,7,2,2,1,1,1,0,-1,-1,1,1,-1
6193,3,1,6,3,1,1,0,2,0,-1,-1,1,1,-1
6194,2,1,2,2,1,1,1,1,0,-1,1,-1,1,-1
6195,4,0,6,0,2,0,0,1,0,-1,1,-1,1,-1
6196,1,0,6,2,1,1,1,2,0,-1,-1,1,1,-1
6197,3,1,5,2,1,1,1,1,0,-1,1,-1,-1,1
6198,4,2,6,1,1,1,0,2,1,-1,-1,1,-1,1
6199,3,1,5,0,2,1,0,2,0,-1,1,-1,-1,1
6200,2,1,3,2,1,0,0,2,0,1,-1,-1,1,-1
6201,4,1,5,0,1,1,0,2,1,-1,1,-1,1,-1
6202,3,1,5,2,1,1,1,2,0,-1,1,-1,-1,1
6203,3,0,4,0,1,0,0,1,0,-1,1,-1,-1,1
6204,3,1,4,0,2,1,1,1,0,-1,1,-1,-1,1
6205,3,1,6,2,1,1,1,2,0,-1,1,-1,1,-1
6206,2,1,6,2,2,1,0,2,1,-1,1,-1,1,-1
6207,2,2,5,1,1,1,1,2,0,1,-1,-1,1,-1
6208,2,2,3,2,1,1,0,1,1,-1,-1,1,1,-1
6209,3,1,4,0,2,1,1,2,0,-1,1,-1,1,-1
6210,2,1,6,0,2,1,1,1,0,-1,1,-1,-1,1
6211,1,1,5,0,2,1,0,2,0,-1,1,-1,1,-1
6212,2,1,4,0,1,1,1,1,0,-1,1,-1,-1,1
6213,4,2,5,1,2,0,1,1,0,-1,1,-1,-1,1
6214,3,1,5,1,2,1,1,2,0,-1,-1,1,1,-1
6215,1,1,6,2,2,1,0,2,1,1,-1,-1,-1,1
6216,3,1,3,0,2,1,1,2,0,1,-1,-1,1,-1
6217,1,1,6,2,2,1,1,2,0,-1,-1,1,-1,1
6218,3,1,4,1,1,1,1,2,1,-1,-1,1,1,-1
6219,1,1,6,0,2,1,1,2,0,-1,1,-1,-1,1
6220,3,1,3,3,1,1,0,2,0,-1,-1,1,-1,1
6221,484,0,2,1,2,1,1,1,0,-1,1,-1,1,-1
6222,3,1,3,1,1,0,0,1,0,-1,1,-1,-1,1
6223,3,1,4,2,2,0,0,1,0,-1,-1,1,-1,1
6224,3,1,4,2,1,1,1,1,0,1,-1,-1,-1,1
6225,2,1,4,0,3,1,0,1,0,1,-1,-1,-1,1
6226,1,2,7,0,1,1,1,2,0,1,-1,-1,1,-1
6227,3,2,3,3,1,0,0,2,1,1,-1,-1,-1,1
6228,3,0,5,2,1,0,1,2,0,-1,1,-1,1,-1
6229,1,0,5,2,1,1,0,2,0,-1,-1,1,1,-1
6230,4,0,7,3,1,1,0,2,0,-1,1,-1,1,-1
6231,3,0,3,3,2,1,1,1,0,1,-1,-1,1,-1
6232,1,1,2,2,1,1,0,1,1,-1,1,-1,-1,1
6233,4,3,6,3,1,1,1,2,0,1,-1,-1,-1,1
6234,2,0,6,0,2,0,0,1,0,-1,1,-1,1,-1
6235,2,1,6,2,1,0,0,1,0,-1,1,-1,1,-1
6236,2,0,5,0,2,1,0,1,0,-1,1,-1,1,-1
6237,2,1,6,0,2,1,0,2,0,-1,1,-1,1,-1
6238,1,2,5,1,1,1,0,1,1,-1,-1,1,1,-1
6239,2,1,5,0,1,1,0,1,0,-1,1,-1,-1,1
6240,1,0,6,1,1,1,0,2,0,-1,1,-1,1,-1
6241,3,1,6,3,2,0,1,2,0,-1,-1,1,1,-1
6242,1,0,4,0,2,0,1,1,0,-1,1,-1,1,-1
6243,2,1,3,1,1,1,1,1,0,1,-1,-1,-1,1
6244,1,2,6,0,2,0,1,2,0,1,-1,-1,-1,1
6245,2,1,4,2,1,1,1,2,0,-1,-1,1,1,-1
6246,3,0,7,1,2,1,0,1,0,-1,1,-1,1,-1
6247,3,1,4,0,2,1,0,1,0,1,-1,-1,-1,1
6248,2,1,6,0,2,1,0,1,0,-1,1,-1,1,-1
6249,2,1,2,0,2,1,0,1,0,-1,1,-1,1,-1
6250,2,0,6,2,1,1,0,2,1,-1,-1,1,-1,1
6251,4,1,3,0,2,1,1,1,0,-1,1,-1,1,-1
6252,3,1,5,3,4,0,1,2,1,-1,-1,1,1,-1
6253,3,1,3,1,2,1,0,1,0,-1,-1,1,-1,1
6254,3,2,6,0,1,1,0,1,1,-1,1,-1,1,-1
6255,2,0,3,0,2,1,0,1,0,-1,1,-1,-1,1
6256,3,1,5,2,1,0,1,2,1,-1,-1,1,1,-1
6257,2,0,4,1,1,1,1,1,0,-1,1,-1,-1,1
6258,3,2,6,0,1,1,1,1,1,1,-1,-1,-1,1
6259,4,1,7,2,1,1,0,2,0,-1,-1,1,1,-1
6260,3,1,6,0,2,1,0,2,0,1,-1,-1,1,-1
6261,3,1,5,0,1,1,0,2,1,1,-1,-1,1,-1
6262,2,0,5,0,2,1,0,1,0,-1,1,-1,1,-1
6263,4,2,4,0,1,0,1,2,0,-1,1,-1,1,-1
6264,4,1,5,0,1,1,0,1,1,1,-1,-1,-1,1
6265,2,2,2,1,1,1,1,2,1,1,-1,-1,-1,1
6266,4,1,3,2,1,1,1,1,0,-1,1,-1,1,-1
6267,2,1,6,2,2,0,1,1,0,-1,-1,1,-1,1
6268,4,1,6,0,2,1,0,1,0,-1,1,-1,1,-1
6269,4,0,4,1,2,1,1,1,0,-1,-1,1,-1,1
6270,4,1,6,0,2,1,1,1,0,-1,1,-1,1,-1
6271,3,1,6,3,1,0,0,1,0,-1,1,-1,1,-1
6272,2,1,2,2,1,0,1,2,0,-1,1,-1,1,-1
6273,4,1,2,0,2,1,0,1,0,-1,1,-1,1,-1
6274,4,0,4,0,1,1,1,1,0,1,-1,-1,1,-1
6275,2,0,3,0,1,1,0,1,0,-1,1,-1,1,-1
6276,3,1,6,2,1,1,1,1,1,-1,-1,1,1,-1
6277,1,0,5,2,1,0,1,1,0,-1,1,-1,-1,1
6278,4,1,5,2,1,1,1,1,1,-1,-1,1,-1,1
6279,2,2,4,1,1,1,1,1,1,-1,-1,1,1,-1
6280,2,1,2,0,1,1,0,2,0,-1,1,-1,1,-1
6281,4,0,4,2,2,1,0,1,0,1,-1,-1,-1,1
6282,3,1,5,0,1,1,1,2,0,-1,1,-1,-1,1
6283,2,1,6,2,1,0,1,1,0,1,-1,-1,-1,1
6284,4,1,5,2,2,0,1,2,0,-1,1,-1,1,-1
6285,500,0,3,2,1,1,0,2,0,1,-1,-1,1,-1
6286,3,0,5,2,2,1,0,1,0,-1,-1,1,1,-1
6287,2,0,5,3,2,1,1,1,1,1,-1,-1,1,-1
6288,3,0,3,2,1,0,0,2,0,-1,-1,1,-1,1
6289,2,1,5,2,3,1,0,1,0,-1,-1,1,1,-1
6290,3,1,3,0,3,1,0,1,1,-1,1,-1,-1,1
6291,3,1,5,3,1,1,1,2,1,-1,1,-1,-1,1
6292,2,0,5,2,1,1,1,1,0,-1,-1,1,1,-1
6293,1,1,3,2,1,1,0,1,1,-1,-1,1,-1,1
6294,1,1,4,1,1,1,1,2,0,-1,-1,1,-1,1
6295,3,1,6,1,2,1,0,2,0,-1,-1,1,1,-1
6296,3,2,3,2,2,0,1,2,1,-1,-1,1,-1,1
6297,3,1,5,0,2,1,1,2,0,1,-1,-1,-1,1
6298,4,1,5,2,1,1,0,2,0,-1,1,-1,-1,1
6299,2,0,3,0,2,1,1,2,0,-1,1,-1,1,-1
6300,3,2,3,3,1,1,0,1,1,1,-1,-1,-1,1
6301,3,1,5,1,2,1,1,2,0,-1,1,-1,-1,1
6302,3,1,7,2,1,0,0,1,0,-1,-1,1,-1,1
6303,3,1,7,2,1,1,0,2,1,-1,-1,1,-1,1
6304,2,1,6,2,1,1,0,1,1,-1,-1,1,-1,1
6305,1,0,6,3,2,0,1,1,0,-1,-1,1,1,-1
6306,3,1,2,2,1,1,0,1,1,-1,1,-1,1,-1
6307,2,0,6,1,2,0,1,2,0,-1,1,-1,-1,1
6308,3,1,3,0,1,1,1,1,0,-1,1,-1,1,-1
6309,1,1,6,2,1,1,0,1,0,1,-1,-1,1,-1
6310,3,1,5,2,2,0,1,2,0,-1,1,-1,1,-1
6311,4,1,6,2,1,1,1,1,0,1,-1,-1,-1,1
6312,2,1,4,3,2,1,0,1,0,-1,-1,1,-1,1
6313,2,1,5,1,1,1,0,2,1,-1,-1,1,-1,1
6314,2,1,5,0,2,0,1,1,0,1,-1,-1,1,-1
6315,1,1,5,0,2,0,1,2,0,-1,1,-1,1,-1
6316,4,1,5,0,3,0,0,1,0,-1,1,-1,1,-1
6317,4,0,3,0,2,1,1,2,0,-1,1,-1,-1,1
6318,2,1,4,1,1,1,1,2,0,-1,1,-1,-1,1
6319,3,0,6,0,2,1,0,2,0,-1,1,-1,-1,1
6320,4,0,7,2,1,1,0,2,0,-1,-1,1,1,-1
6321,2,1,3,0,1,0,0,2,1,1,-1,-1,1,-1
6322,2,0,5,0,1,1,1,1,0,1,-1,-1,1,-1
6323,4,0,3,0,2,1,0,2,0,-1,1,-1,1,-1
6324,3,1,3,2,2,0,1,1,0,-1,-1,1,1,-1
6325,4,3,5,2,2,1,1,2,0,-1,1,-1,-1,1
6326,3,0,3,0,2,0,1,2,0,-1,1,-1,-1,1
6327,2,0,4,0,2,1,0,1,0,-1,1,-1,-1,1
6328,3,2,6,1,2,1,1,2,1,-1,-1,1,-1,1
6329,3,1,5,2,2,1,0,2,0,-1,1,-1,1,-1
6330,2,1,5,2,1,0,1,2,0,1,-1,-1,1,-1
6331,3,3,4,2,1,1,1,1,0,1,-1,-1,1,-1
6332,2,2,7,2,2,0,0,1,1,-1,-1,1,-1,1
6333,2,0,6,2,2,0,1,1,0,-1,1,-1,1,-1
6334,3,0,3,2,2,0,1,1,0,-1,-1,1,-1,1
6335,4,0,5,0,2,0,1,2,0,-1,1,-1,1,-1
6336,4,1,5,1,2,1,1,1,0,-1,-1,1,-1,1
6337,3,1,5,0,2,1,0,2,0,-1,1,-1,-1,1
6338,4,1,4,0,2,1,1,1,0,-1,1,-1,-1,1
6339,3,1,6,0,2,1,1,1,0,-1,1,-1,-1,1
6340,3,1,3,1,2,0,0,2,0,-1,-1,1,1,-1
6341,2,0,6,2,1,1,1,2,1,-1,1,-1,-1,1
6342,3,1,4,2,1,1,1,1,1,-1,-1,1,1,-1
6343,493,1,5,0,2,1,1,2,0,-1,1,-1,1,-1
6344,2,1,4,3,1,0,1,2,0,1,-1,-1,-1,1
6345,4,2,4,2,1,1,0,1,0,-1,-1,1,1,-1
6346,2,1,5,0,2,1,0,1,0,-1,1,-1,-1,1
6347,2,0,4,2,1,1,0,2,1,-1,-1,1,1,-1
6348,2,0,6,0,2,1,1,1,0,-1,1,-1,-1,1
6349,1,0,4,0,2,1,0,1,0,-1,1,-1,1,-1
6350,2,1,6,2,1,1,0,2,1,-1,1,-1,-1,1
